pair_id,prev_timestamp,curr_timestamp,trajectory_timestamp,delta_x,delta_y,delta_z,delta_yaw,yaw,pitch,roll,image_pair_path
pair_0010,1703165193.926335,1703165194.0270953,1703165193.977913,-0.0094191938904204,-0.0006077057465314,0.0007966304917964,-0.0002924245001842,-3.1184125112906256,-0.0203587270967714,-0.1280035590734151,/app/output/image_pairs/pair_0010
pair_0011,1703165194.0270953,1703165194.176003,1703165194.097913,-0.0085099792088398,0.0021755816623326,0.0012749366435952,-0.0008577876213609,-3.1228802374282747,-0.0177861904442936,-0.1259924920117284,/app/output/image_pairs/pair_0011
pair_0012,1703165194.176003,1703165194.2768538,1703165194.217913,-0.0079096914052122,0.00117750240422,0.0006607867545006,0.00053564145129,-3.115656383879552,-0.012646693551939,-0.1235216490304649,/app/output/image_pairs/pair_0012
pair_0013,1703165194.2768538,1703165194.4264247,1703165194.357913,-0.0085943544627495,0.0019306987710175,0.0011541595492864,-0.0009668265304672,-3.1227569039384813,-0.0056330250920659,-0.1250503594618109,/app/output/image_pairs/pair_0013
pair_0014,1703165194.4264247,1703165194.5270362,1703165194.477913,-0.0072537466163283,-0.0044825588189576,-0.00092741592786,0.0007568602780869,-3.1190208788263045,-0.0026078125223941,-0.1225297068976625,/app/output/image_pairs/pair_0014
pair_0015,1703165194.5270362,1703165194.6764755,1703165194.597913,-0.0067801223199994,-0.0009963826667636,-0.0003506263436874,-0.0005698320903997,-3.123615445948574,0.0047624728279976,-0.1239841845205545,/app/output/image_pairs/pair_0015
pair_0016,1703165194.6764755,1703165194.825829,1703165194.7579129,-0.0076442179726567,-0.0012329658924137,0.0001181623592498,-0.0004834964485453,-3.1175168299290803,0.0133526646870027,-0.1234404998270588,/app/output/image_pairs/pair_0016
pair_0017,1703165194.825829,1703165194.9259462,1703165194.8779128,-0.0076434933528337,-0.0026197815809557,-0.000264426298341,-0.000151593900735,-3.1249689660195994,0.0148212507621554,-0.1211123421396299,/app/output/image_pairs/pair_0017
pair_0018,1703165194.9259462,1703165195.0268087,1703165194.977913,-0.0077546945466866,0.0012797867627863,0.0007542199885852,-0.0003391829175036,-3.1216829756179028,0.0158712330782655,-0.1211673314982296,/app/output/image_pairs/pair_0018
pair_0019,1703165195.0268087,1703165195.1762958,1703165195.097913,-0.007093401002294,-0.0007637996569851,3.003599883966146e-05,0.0001547922921845,-3.125741299640686,0.0226884111100677,-0.1199356058557064,/app/output/image_pairs/pair_0019
pair_0020,1703165195.1762958,1703165195.2765055,1703165195.217913,-0.0063725226890603,-0.0008124039346848,-7.54787431554993e-05,0.0004767098038098,-3.1212335392743182,0.0254255268879868,-0.1211135011609247,/app/output/image_pairs/pair_0020
pair_0021,1703165195.2765055,1703165195.4267387,1703165195.357913,-0.006842414761532,-0.0004580496930022,0.0002403130387711,-0.0005389855531272,-3.1281097129326234,0.0296385233992016,-0.1186100713154542,/app/output/image_pairs/pair_0021
pair_0022,1703165195.4267387,1703165195.576855,1703165195.497913,-0.0071687366794608,0.0009165941168254,0.0007464297496847,-0.0002862587242766,-3.12312347264274,0.0328347498178935,-0.1204480581974422,/app/output/image_pairs/pair_0022
pair_0023,1703165195.576855,1703165195.725973,1703165195.6579127,-0.0077482935910395,-0.0006174864949163,0.0004479326013872,0.0009414463889316,-3.1281420800966493,0.035520490991627,-0.1205194656180399,/app/output/image_pairs/pair_0023
pair_0024,1703165195.725973,1703165195.826082,1703165195.7779129,-0.0083515832587466,0.0003883984807276,0.0007302042965268,-0.0012717371003101,-3.128492978497214,0.0348618166965181,-0.1170072672943163,/app/output/image_pairs/pair_0024
pair_0025,1703165195.826082,1703165195.9261556,1703165195.8779128,-0.0078372659225507,0.0003579993585177,0.0004568129215437,0.0010986142903481,-3.1311011280929124,0.0364331498240792,-0.1168508641852429,/app/output/image_pairs/pair_0025
pair_0026,1703165195.9261556,1703165196.0263758,1703165195.977913,-0.0074187255215065,-0.0014807604502411,-0.0003402111332088,0.0004211437468497,-3.124608875296537,0.0376529605684558,-0.1166839401909286,/app/output/image_pairs/pair_0026
pair_0027,1703165196.0263758,1703165196.1267967,1703165196.077913,-0.0085846061690051,0.0015126929709179,0.0009523594168326,-0.0017545087048991,-3.1330175106374734,0.0357586084229669,-0.116101869979131,/app/output/image_pairs/pair_0027
pair_0028,1703165196.1267967,1703165196.2766366,1703165196.1979127,-0.0077320819339958,-0.0010294070651004,-3.4775670589293206e-05,0.0012604025093714,-3.1312350899747665,0.032800619671824,-0.1112283226263323,/app/output/image_pairs/pair_0028
pair_0029,1703165196.2766366,1703165196.426762,1703165196.357913,-0.0066738701506707,0.0024658344602668,0.0003628734254325,0.0001281043602539,-3.132871892061459,0.0396000572812417,-0.1178002671427904,/app/output/image_pairs/pair_0029
pair_0030,1703165196.426762,1703165196.527015,1703165196.477913,-0.0078791779776257,0.00357394171233,0.0012076530199334,0.0005653064959134,-3.1295616543276013,0.0394245953406213,-0.1184110153597826,/app/output/image_pairs/pair_0030
pair_0031,1703165196.527015,1703165196.6763492,1703165196.597913,-0.0079625757687695,-7.840340082865271e-05,9.858173632926182e-05,0.0006158153180555,-3.132722863250772,0.0391650944855747,-0.1172556299423278,/app/output/image_pairs/pair_0031
pair_0032,1703165196.6763492,1703165196.8261037,1703165196.7579129,-0.0075463457021522,0.0034324143188404,0.000932135967071,-0.000396569291845,-3.1259665571737263,0.0388287460596446,-0.1245064834654592,/app/output/image_pairs/pair_0032
pair_0033,1703165196.8261037,1703165196.9269204,1703165196.8779128,-0.0080958087376397,0.002654752913842,0.0009237110383903,0.0014830046087355,-3.1251056702441926,0.0394008546987671,-0.1228136909083745,/app/output/image_pairs/pair_0033
pair_0034,1703165196.9269204,1703165197.075796,1703165196.997913,-0.0087414659139708,0.000431139185724,0.0002771025468726,-0.0015560806245078,-3.1260383411586323,0.0375575560890959,-0.1194061685249796,/app/output/image_pairs/pair_0034
pair_0035,1703165197.075796,1703165197.1771493,1703165197.117913,-0.0080630990210597,-0.0054424683103579,-0.0014078050559304,0.0014092789716499,-3.125871554464903,0.0378803968970277,-0.1182246687793118,/app/output/image_pairs/pair_0035
pair_0036,1703165197.1771493,1703165197.3264768,1703165197.2579129,-0.0070594996951167,-8.22100239727952e-05,-0.0002298176073021,-0.0006887208962864,-3.1258042726499324,0.0401322103684482,-0.1252444588410522,/app/output/image_pairs/pair_0036
pair_0037,1703165197.3264768,1703165197.4265351,1703165197.3779128,-0.0072261631875769,-0.0044131518752775,-0.0012663214825295,-0.0001643791564269,-3.128570666761172,0.0417690769458112,-0.1276138535693714,/app/output/image_pairs/pair_0037
pair_0038,1703165197.4265351,1703165197.5269723,1703165197.477913,-0.0087845815718416,0.0054936172739166,0.002051188953148,-0.001771484877624,-3.1331481417522657,0.039292426390197,-0.1314532566091558,/app/output/image_pairs/pair_0038
pair_0039,1703165197.5269723,1703165197.676436,1703165197.597913,-0.0071766464981681,-0.0003658916221516,-0.0004885787706947,0.0007922623998437,-3.13758813355429,0.0433762519034945,-0.1357619083739039,/app/output/image_pairs/pair_0039
pair_0040,1703165197.676436,1703165197.7769167,1703165197.717913,-0.0068311289717066,-0.0038367553853801,-0.0017275010249553,0.0001268583699132,-3.128837712845263,0.0527502986667133,-0.1375588383249256,/app/output/image_pairs/pair_0040
pair_0041,1703165197.7769167,1703165197.9264627,1703165197.857913,-0.0078884742285576,-0.001391115606709,-0.0002719192853624,0.0006810957787291,-3.1349712580496494,0.0534209957181083,-0.1346106681786743,/app/output/image_pairs/pair_0041
pair_0042,1703165197.9264627,1703165198.0268548,1703165197.977913,-0.0076335376502356,-0.0005104263077276,-0.0002812801635158,-0.0001043946131078,-3.13425251762439,0.0500969780796382,-0.1384210871274876,/app/output/image_pairs/pair_0042
pair_0043,1703165198.0268548,1703165198.176876,1703165198.097913,-0.0076648738762372,0.0007648997741402,-0.0002068676123107,0.000945245223991,-3.1315666770806367,0.0546477214835143,-0.1448414455090025,/app/output/image_pairs/pair_0043
pair_0044,1703165198.176876,1703165198.3265123,1703165198.2579129,-0.0077493370391246,0.001694571559495,0.0004104886510009,-0.0006473238704658,-3.1353426099848734,0.0506821509501862,-0.1334735921761113,/app/output/image_pairs/pair_0044
pair_0045,1703165198.3265123,1703165198.4266322,1703165198.3779128,-0.0073139446596073,-0.0012561458051817,-0.000418759966494,0.0012240781528705,-3.133189187968889,0.0459832431947266,-0.1365212111786465,/app/output/image_pairs/pair_0045
pair_0046,1703165198.4266322,1703165198.5766885,1703165198.497913,-0.0075344295887473,0.001410679838658,8.041054657792479e-06,-0.0002819284994228,-3.131296304761373,0.048709285893392,-0.1387641678292694,/app/output/image_pairs/pair_0046
pair_0047,1703165198.5766885,1703165198.677122,1703165198.617913,-0.0090742855460006,0.0013523883327818,0.0006535188857749,-0.0001725062028854,-3.1340237307979644,0.0479821060054448,-0.1322329193108298,/app/output/image_pairs/pair_0047
pair_0048,1703165198.677122,1703165198.8258686,1703165198.7579129,-0.0074127123022931,0.0026501851747503,0.0005314744084096,-0.0007230868043914,-3.135089217033125,0.0461250539256781,-0.1286854447253737,/app/output/image_pairs/pair_0048
pair_0049,1703165198.8258686,1703165198.9265156,1703165198.8779128,-0.0074997137192349,0.0015871740902436,0.0002264044956982,4.538138168985739e-05,-3.1340215564935336,0.0458680220771336,-0.1259498229520339,/app/output/image_pairs/pair_0049
pair_0050,1703165198.9265156,1703165199.0268607,1703165198.977913,-0.0073975672974273,-0.0005764271476162,-0.0007000866026101,-0.0003838942847478,-3.1307068488359056,0.0476082076209961,-0.1242864767614817,/app/output/image_pairs/pair_0050
pair_0051,1703165199.0268607,1703165199.1763604,1703165199.097913,-0.0071623175050232,0.0009372204641333,-0.0001638795766779,0.0007469132263513,-3.1327330261218997,0.0489756606540457,-0.1225334253466343,/app/output/image_pairs/pair_0051
pair_0052,1703165199.1763604,1703165199.2764797,1703165199.217913,-0.0072387565343063,0.0005939618573269,-0.0001007367737764,-0.0002696901147096,-3.1300240610542884,0.0481958525684821,-0.1253904507803182,/app/output/image_pairs/pair_0052
pair_0053,1703165199.2764797,1703165199.4266155,1703165199.357913,-0.0073219938675403,-0.0006114603640207,-0.0009386482885338,0.0014640126815117,-3.13106442826514,0.0546170178268058,-0.1257796183238979,/app/output/image_pairs/pair_0053
pair_0054,1703165199.4266155,1703165199.5266953,1703165199.477913,-0.0081773079294427,0.0003997613028418,-0.0003247904717877,-4.827452166145108e-05,-3.1283459484211225,0.0589765509750819,-0.1251760395744437,/app/output/image_pairs/pair_0054
pair_0055,1703165199.5266953,1703165199.6766014,1703165199.597913,-0.0081920430006867,-0.0006979292350803,-0.0006176107809567,0.0002174500288822,-3.132921758012281,0.059869854358988,-0.1219824610954142,/app/output/image_pairs/pair_0055
pair_0056,1703165199.6766014,1703165199.8263805,1703165199.7579129,-0.0075202829339433,0.000109810944358,-0.000523911714844,-0.0011075044145356,-3.133183511303077,0.0578124732280457,-0.1218361435821136,/app/output/image_pairs/pair_0056
pair_0057,1703165199.8263805,1703165199.9264507,1703165199.8779128,-0.0082003221372159,-0.000125707827135,-0.0005548634615465,0.0006150743719799,-3.133942976600763,0.0574705664884139,-0.1226598925061909,/app/output/image_pairs/pair_0057
pair_0058,1703165199.9264507,1703165200.0267074,1703165199.977913,-0.0066657043470756,0.0014713767250096,-0.0006617083551079,2.3700692135530943e-05,-3.131254311665508,0.0580639215367671,-0.1266753199286455,/app/output/image_pairs/pair_0058
pair_0059,1703165200.0267074,1703165200.1762261,1703165200.097913,-0.0063867719094505,0.0006943188398621,-0.0007915644753824,-0.0004405927291601,-3.1332782910645007,0.0570260491802878,-0.1263574587985149,/app/output/image_pairs/pair_0059
pair_0060,1703165200.1762261,1703165200.2769277,1703165200.217913,-0.0067692871656412,0.0008165359404681,-0.0006874883789651,0.0002642239074814,-3.1311319569473466,0.0511282347629077,-0.1273875126134573,/app/output/image_pairs/pair_0060
pair_0061,1703165200.2769277,1703165200.426908,1703165200.357913,-0.0088368340551956,-0.0027949973742827,-0.0012593267166314,-0.000807568283887,-3.130861046456424,0.046425408132141,-0.1285802350370326,/app/output/image_pairs/pair_0061
pair_0062,1703165200.426908,1703165200.5770195,1703165200.497913,-0.0075968751012278,0.0021050613375985,-0.0003504494802881,0.0008827562053839,-3.1296251987193675,0.0435540295815138,-0.1342180022416282,/app/output/image_pairs/pair_0062
pair_0063,1703165200.5770195,1703165200.726545,1703165200.6579127,-0.007476095812215,-0.0018752585179538,-0.0015163368900478,0.0006618132295326,-3.1252169872667164,0.0442330342548131,-0.1352930900765763,/app/output/image_pairs/pair_0063
pair_0064,1703165200.726545,1703165200.826553,1703165200.7779129,-0.0085738249806088,0.0002013186548961,-0.0003985490528047,0.0002197116784334,-3.1252906943425764,0.0401428139953907,-0.135981037300061,/app/output/image_pairs/pair_0064
pair_0065,1703165200.826553,1703165200.975507,1703165200.8979127,-0.008585016383197,0.0004004404307637,-0.0002816183904865,0.0008987574829508,-3.124126678653571,0.034632484596148,-0.1370723591147659,/app/output/image_pairs/pair_0065
pair_0066,1703165200.975507,1703165201.0761352,1703165201.0179129,-0.0095333368150059,0.0063106275109257,0.0015578143804908,0.0029383594059613,-3.1269654829971603,0.0308017235117985,-0.1370071065112241,/app/output/image_pairs/pair_0066
pair_0067,1703165201.0761352,1703165201.2258086,1703165201.1579127,-0.0090777624073217,0.001112283722354,0.0006077804909168,0.0007190103008416,-3.1260690164660936,0.0216176903988856,-0.1384710590224939,/app/output/image_pairs/pair_0067
pair_0068,1703165201.2258086,1703165201.3263574,1703165201.2779129,-0.0074592252248413,0.002755213946933,0.0007835347881159,0.000803257966305,-3.1297046253167498,0.0125102713383969,-0.1382606484606723,/app/output/image_pairs/pair_0068
pair_0069,1703165201.3263574,1703165201.4271164,1703165201.3779128,-0.0047104691818593,-0.0060927735507485,-0.0022949802923712,-0.003538887277898,-3.128979540446625,0.0080907437601988,-0.1284522741888029,/app/output/image_pairs/pair_0069
pair_0070,1703165201.4271164,1703165201.575941,1703165201.497913,-0.0112204517892009,0.0065399070604132,0.0034873869568907,0.0036636405291212,-3.126548506291458,-0.0069530848462713,-0.1252293657361574,/app/output/image_pairs/pair_0070
pair_0071,1703165201.575941,1703165201.676309,1703165201.617913,-0.0083210419506549,3.1835777897448736e-05,0.001222868111199,2.7801354422596347e-05,-3.1265644707352163,-0.0234228475809377,-0.1189166061339933,/app/output/image_pairs/pair_0071
pair_0072,1703165201.676309,1703165201.7768006,1703165201.717913,-0.006669853758892,-0.0008111869564004,0.0004585781827883,0.0008177697047493,-3.1250074890647035,-0.0294941105687669,-0.1205928889027504,/app/output/image_pairs/pair_0072
pair_0073,1703165201.7768006,1703165201.9260333,1703165201.857913,-0.0052591801775205,0.0028277955224347,0.0007954292520968,-0.0040670323680522,-3.12157279174567,-0.0468788394093811,-0.1175952085966817,/app/output/image_pairs/pair_0073
pair_0074,1703165201.9260333,1703165202.0764441,1703165201.997913,-0.0070788800660404,-0.001969909390454,0.0002070120755738,-4.9921254750007193e-05,-3.134360315099576,-0.0421559648563201,-0.1165789201636814,/app/output/image_pairs/pair_0074
pair_0075,1703165202.0764441,1703165202.2266505,1703165202.1379128,-0.0381218478729104,-0.0017605123384,0.0054355527288817,-0.0027919937143447,-3.138681445095014,-0.0458017553278667,-0.1202948626687053,/app/output/image_pairs/pair_0075
pair_0076,1703165202.2266505,1703165202.3761137,1703165202.2579129,-0.0154775690512023,0.0017535054671822,0.0043006823517935,0.0009600842769557,3.141364616242343,-0.039868542025122,-0.1262312442322323,/app/output/image_pairs/pair_0076
pair_0077,1703165202.3761137,1703165202.4762979,1703165202.4179127,-0.0568045714797795,-0.0625862919744197,-0.016208567844418,-6.265491665194016,-3.124127048951673,-0.022639466379153,-0.0765334518951371,/app/output/image_pairs/pair_0077
pair_0078,1703165202.4762979,1703165202.6263475,1703165202.4179127,-0.0568045714797795,-0.0625862919744197,-0.016208567844418,-6.265491665194016,-3.124127048951673,-0.022639466379153,-0.0765334518951371,/app/output/image_pairs/pair_0078
pair_0079,1703165202.6263475,1703165202.7760668,1703165202.4179127,-0.0568045714797795,-0.0625862919744197,-0.016208567844418,-6.265491665194016,-3.124127048951673,-0.022639466379153,-0.0765334518951371,/app/output/image_pairs/pair_0079
pair_0080,1703165202.7760668,1703165202.8762128,1703165202.4179127,-0.0568045714797795,-0.0625862919744197,-0.016208567844418,-6.265491665194016,-3.124127048951673,-0.022639466379153,-0.0765334518951371,/app/output/image_pairs/pair_0080
pair_0081,1703165202.8762128,1703165202.9762712,1703165202.4179127,-0.0568045714797795,-0.0625862919744197,-0.016208567844418,-6.265491665194016,-3.124127048951673,-0.022639466379153,-0.0765334518951371,/app/output/image_pairs/pair_0081
pair_0082,1703165202.9762712,1703165203.1263182,1703165202.4179127,-0.0568045714797795,-0.0625862919744197,-0.016208567844418,-6.265491665194016,-3.124127048951673,-0.022639466379153,-0.0765334518951371,/app/output/image_pairs/pair_0082
pair_0083,1703165203.1263182,1703165203.2264423,1703165203.817913,-0.4957814819911164,0.2996950501769401,0.031975285715412,5.491920081291067,2.367793032339394,0.1773001205095926,-0.0919268511009211,/app/output/image_pairs/pair_0083
pair_0084,1703165203.2264423,1703165203.3758066,1703165203.817913,-0.4957814819911164,0.2996950501769401,0.031975285715412,5.491920081291067,2.367793032339394,0.1773001205095926,-0.0919268511009211,/app/output/image_pairs/pair_0084
pair_0085,1703165203.3758066,1703165203.5258448,1703165203.817913,-0.4957814819911164,0.2996950501769401,0.031975285715412,5.491920081291067,2.367793032339394,0.1773001205095926,-0.0919268511009211,/app/output/image_pairs/pair_0085
pair_0086,1703165203.5258448,1703165203.6267262,1703165203.817913,-0.4957814819911164,0.2996950501769401,0.031975285715412,5.491920081291067,2.367793032339394,0.1773001205095926,-0.0919268511009211,/app/output/image_pairs/pair_0086
pair_0087,1703165203.6267262,1703165203.7757878,1703165203.817913,-0.4957814819911164,0.2996950501769401,0.031975285715412,5.491920081291067,2.367793032339394,0.1773001205095926,-0.0919268511009211,/app/output/image_pairs/pair_0087
pair_0088,1703165203.7757878,1703165203.8768313,1703165203.817913,-0.4957814819911164,0.2996950501769401,0.031975285715412,5.491920081291067,2.367793032339394,0.1773001205095926,-0.0919268511009211,/app/output/image_pairs/pair_0088
pair_0089,1703165203.8768313,1703165203.976904,1703165203.9179127,-0.0146528373375538,0.0085107578389307,0.0021890391846435,-0.0042803733493679,2.3491234125416565,0.1638057128994471,-0.0952914803471215,/app/output/image_pairs/pair_0089
pair_0090,1703165203.976904,1703165204.1262171,1703165204.0579128,-0.0068324045317682,0.0064248853770063,0.0010293311799804,0.0057290881470533,2.374236338895111,0.1702289099496043,-0.0841624104813247,/app/output/image_pairs/pair_0090
pair_0091,1703165204.1262171,1703165204.226863,1703165204.1779127,0.003243020249025,0.0061678829196272,-0.0002201779969954,-0.0037030691133281,2.3848259614910465,0.1713901865797202,-0.0905160598156311,/app/output/image_pairs/pair_0091
pair_0092,1703165204.226863,1703165204.3760643,1703165204.2979128,-0.0068633504650756,0.0045764116577615,-0.0004944210101053,0.0089799972462971,2.419758505942399,0.1713891192706267,-0.0923990111147621,/app/output/image_pairs/pair_0092
pair_0093,1703165204.3760643,1703165204.4768732,1703165204.4179127,0.0013009496619762,0.0079484874756547,0.0002619158761715,-0.0021458491617503,2.435941658178953,0.1719361988981333,-0.0893579066400921,/app/output/image_pairs/pair_0093
pair_0094,1703165204.4768732,1703165204.627045,1703165204.5579128,-0.0087034725748598,0.0071410143936283,0.0011553099768711,0.0078851075106727,2.4667477242838065,0.1729074890374497,-0.0906456235449618,/app/output/image_pairs/pair_0094
pair_0095,1703165204.627045,1703165204.7756379,1703165204.6979127,-0.0018380832618269,0.0070399742093585,0.0002834031069239,-0.000458024280094,2.471889135397843,0.1729886719728597,-0.0800491991702271,/app/output/image_pairs/pair_0095
pair_0096,1703165204.7756379,1703165204.877031,1703165204.817913,-0.0028403979623465,0.0089286011070581,0.0011594643495554,0.005460972750372,2.491046205572558,0.1660079838868176,-0.0769937397133599,/app/output/image_pairs/pair_0096
pair_0097,1703165204.877031,1703165205.026657,1703165204.9579127,-0.0178541423437641,0.0017001319859153,-0.0010616817384065,-0.0014011518509868,2.486256978609663,0.1474543213918132,-0.0729392391961768,/app/output/image_pairs/pair_0097
pair_0098,1703165205.026657,1703165205.1266668,1703165205.0379128,-0.0168807176190428,0.0253357949195944,0.0001721586823895,0.0121932508529583,2.4984502294626214,0.1506044635981792,-0.070160844587741,/app/output/image_pairs/pair_0098
pair_0099,1703165205.1266668,1703165205.226885,1703165205.1779127,-0.0353105433943525,0.0410256423525339,-0.0015416839492825,0.0014994933124699,2.4999497227750918,0.1469849603235104,-0.0618204014563407,/app/output/image_pairs/pair_0099
pair_0100,1703165205.226885,1703165205.3767557,1703165205.1979127,0.002404358371602,0.0089228226773925,0.000301446996536,-0.0041454374212941,2.495804285353797,0.151767723105121,-0.058681704867894,/app/output/image_pairs/pair_0100
pair_0101,1703165205.3767557,1703165205.527057,1703165205.577913,-0.1058428195067389,0.1109465577437118,-0.0046805399688046,0.0150279674589248,2.510832252812722,0.1457584143164982,-0.0467549770443855,/app/output/image_pairs/pair_0101
pair_0102,1703165205.527057,1703165205.6757262,1703165205.597913,-0.0117074342949408,0.0051475824282791,-0.0001128417011977,0.0028295549022434,2.513661807714965,0.1418145305266824,-0.048613385036071,/app/output/image_pairs/pair_0102
pair_0103,1703165205.6757262,1703165205.7763321,1703165205.6979127,-0.0084362414320571,0.0094215559490125,0.0012537646127401,0.0008807050054415,2.4977687011686416,0.1423174456391444,-0.0421066941376103,/app/output/image_pairs/pair_0103
pair_0104,1703165205.7763321,1703165205.8763502,1703165205.7979128,-0.0076909993905829,0.0073343474762948,0.0005258068009263,0.0062566200984699,2.504827841813459,0.1423109590567655,-0.0388800973259862,/app/output/image_pairs/pair_0104
pair_0105,1703165205.8763502,1703165206.0265732,1703165205.9179127,-0.0075153879058209,0.0082362802813105,0.0012036127209331,-8.956441232133017e-05,2.4951271464125826,0.1428915872253234,-0.0402131866104407,/app/output/image_pairs/pair_0105
pair_0106,1703165206.0265732,1703165206.1766274,1703165206.0579128,-0.0136242497675151,0.0036890872441215,-0.0006912250676771,0.0049264972279372,2.5073137693006284,0.1458610458690523,-0.0481546176913827,/app/output/image_pairs/pair_0106
pair_0107,1703165206.1766274,1703165206.3257098,1703165206.1779127,-0.0102681835552855,0.0079934655192748,0.0011580977381426,0.003033885720765,2.5009706228174964,0.1540004969605337,-0.0522118885956728,/app/output/image_pairs/pair_0107
pair_0108,1703165206.3257098,1703165206.4760408,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0108
pair_0109,1703165206.4760408,1703165206.5766003,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0109
pair_0110,1703165206.5766003,1703165206.677085,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0110
pair_0111,1703165206.677085,1703165206.8255975,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0111
pair_0112,1703165206.8255975,1703165206.9259279,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0112
pair_0113,1703165206.9259279,1703165207.0269797,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0113
pair_0114,1703165207.0269797,1703165207.176344,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0114
pair_0115,1703165207.176344,1703165207.2764437,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0115
pair_0116,1703165207.2764437,1703165207.4262218,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0116
pair_0117,1703165207.4262218,1703165207.526661,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0117
pair_0118,1703165207.526661,1703165207.676264,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0118
pair_0119,1703165207.676264,1703165207.7763798,1703165206.337913,-0.0624261753510424,0.0328403910475956,-0.003864581181298,0.0345130707967489,2.5354836936142453,0.1463632811723594,-0.0681799707625545,/app/output/image_pairs/pair_0119
